"2023/11/21 11:42:42 am CET","Female","16-24","Germany","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5"," All the music I need, recommendations to find new music I like, podcasts and audiobooks inclusive  ","","Apple Music","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 11:43:02 am CET","Female","16-24","Germany","Yes","","","Spotify","Feature variety;Selection of music and artists;Easy usage;Popularity of platform;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Phone;iPad or Tablet","During car rides;During rides with public transport;Free time;During workouts;Party","5","I get great recommendations from the algorithm and discover new artists.","","Spotify","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 11:44:02 am CET","Female","16-24","UK","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage","Premium (Family)","Once a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","","","Deezer","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 11:44:51 am CET","Male","16-24","Switzerland / Germany","Yes","","","Apple Music","Device compatibility;Subscription plan;Part of „Apple one“","Premium (Family)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During car rides;Free time;During studying;During workouts;During work;Party","5","it‘s easy to use and works very well with all my devices.","","Apple Music","Must-have","Must-have","Must-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 11:46:20 am CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Spotify","Must-have","Must-have","Must-have","Must-have","Must-have","Must-have","Don´t need it","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Must-have","Don´t need it"
"2023/11/21 11:52:48 am CET","Male","16-24","Germany","No","Too pricey;Freemium is sufficient for mee","Radio;Youtube;Freemium Spotify","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 11:57:52 am CET","Male","16-24","Germany","Yes","","","Apple Music","Easy usage;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","I can listen to everything I want to listen to and download everything I want to","There could be better recommendations ","Apple Music","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have"
"2023/11/21 11:58:04 am CET","Female","16-24","Ireland ","Yes","","","Deezer","Price;Easy usage;Popularity of platform;French tech company ","Premium (Student)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","Large selection of musics and easy of use ","SoundCloud features: amateurs and wider catalog","Apple Music","Must-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:03:15 pm CET","Female","16-24","Ireland ","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","4","Lots of different music. ","Expensive ","Spotify","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it"
"2023/11/21 12:07:19 pm CET","Female","16-24","Ireland","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Device compatibility","Premium (Family)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","there is everything available I want to listen to ","","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 12:08:25 pm CET","Female","16-24","Ireland ","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;Party","4","I can find all the music I like ","It is relatively pricey ","Apple Music","Must-have","Must-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 12:08:58 pm CET","Male","16-24","China","Yes","","","Spotify","Easy usage;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Smart Watch;Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","","Streaming quality could be better, Apple Music for example has better quality ","Apple Music","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Must-have","Must-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:09:00 pm CET","Female","16-24","Ireland","Yes","","","Apple Music","Selection of music and artists;Easy usage;Device compatibility","Premium (Student)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying","4","Audio quality is good","The song titles are not displayed in their native language ","Apple Music","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:11:48 pm CET","Female","16-24","Ireland ","Yes","","","Spotify","Feature variety;Easy usage","Premium (Student)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","I can download music and listen to it while offline. I like that the playlists have the album covers on them. I like the que song feature a lot. I also like that you can go into settings and see a list of songs you have listened to. ","I would like them to improve the folders for playlists. It’s messy and hard to use. For non-students the price is high.  The new ai DJ feature on spotify is bad and keeps playing the same songs over and over again. ","Spotify","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have"
"2023/11/21 12:13:28 pm CET","Male","16-24","germany","No","Too pricey","Radio;Vynil records;Digital Downloads;Youtube","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 12:16:35 pm CET","Male","16-24","Germany ","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage","Premium (Student)","Several times a week","Phone","During car rides;During rides with public transport;During studying;During workouts;Party","4","","Certain songs are missing","Spotify","Must-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have"
"2023/11/21 12:18:06 pm CET","Female","16-24","germany","Yes","","","Spotify","Feature variety;Selection of music and artists;Easy usage;Popularity of platform","Premium (Student)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","I can easy find all the songs I want, custom playlists are pretty good","- ","Apple Music","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:19:23 pm CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Popularity of platform;Device compatibility","Premium (Student)","Several times a week","Phone","During car rides;During rides with public transport;During workouts","4","","","Deezer","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 12:25:44 pm CET","Female","25-34","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop;SONOS APP ","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","Spotify always recommends me the best music and it always fits to my taste ","","Deezer","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it"
"2023/11/21 12:30:34 pm CET","Female","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;Party","4","I can find and listen to nearly everything","","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 12:30:40 pm CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","You can listen to the music offline.","","Spotify","Must-have","Don´t need it","Must-have","Must-have","Must-have","Must-have","Must-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:31:21 pm CET","Female","16-24","Ireland ","Yes","","","Spotify","Feature variety;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work","5","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 12:31:46 pm CET","Female","16-24","Germany","Yes","","","Spotify","Price;Feature variety;Easy usage;Popularity of platform;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work","5","it has all the music I want, and my parents pay for it ","","Spotify","Must-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it"
"2023/11/21 12:32:09 pm CET","Female","16-24","Netherlands ","Yes","","","Spotify","Popularity of platform;Device compatibility","Premium (Student)","Multiple times a day","Phone;Laptop;iPad or Tablet","During rides with public transport;During studying;During workouts","4","Several features, easy to use ","","Spotify","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 12:34:03 pm CET","Male","16-24","Ireland","Yes","","","SoundCloud ","Feature variety;Selection of music and artists;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it"
"2023/11/21 12:38:50 pm CET","Male","16-24","Germany","Yes","","","Spotify","Easy usage;Popularity of platform;Device compatibility","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During workouts;Party","5","Easy to use, well known platform","","Spotify","Must-have","Must-have","Must-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:39:00 pm CET","Male","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform;Device compatibility","Premium (Student)","Multiple times a day","Phone;Laptop","During rides with public transport;Free time;During work;Party","2","Spotify is very practical","Spotify have unethical buisness practices and exploit small artists","Google Music","Must-have","Don´t need it","Must-have","Don´t need it","Must-have","Must-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/21 12:48:51 pm CET","Female","16-24","Netherlands ","Yes","","","Apple Music","My parents pay for the family account ","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","They have all the music, its not limited ","Spotify has better podcasts","Spotify","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 12:49:08 pm CET","Female","25-34","Germany","Yes","","","Spotify","Price;Selection of music and artists;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;During workouts","5","","","Apple Music","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 12:49:17 pm CET","Male","16-24","Ireland ","Yes","","","Spotify","Price;Feature variety;Easy usage","Premium (Family)","Multiple times a day","Phone;Car","During car rides;During rides with public transport;During workouts;Walking","5","It learns what you like and recommends new music","","Deezer","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/21 12:49:47 pm CET","Female","16-24","UK","Yes","","","Apple Music","Subscription plan","Premium (Family)","Several times a week","Phone","During rides with public transport;Free time;Walking","5","They have pretty much every song, easy to use, download and offline listening possible, suggestions for music similar to taste also good","I can’t share or create playlists with Spotify users in group setting","Deezer","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 12:53:15 pm CET","Female","16-24","Czech Republic ","Yes","","","Spotify","Easy usage;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop","During rides with public transport;Free time;During workouts;Party","4","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 12:58:25 pm CET","Female","16-24","Austria","Yes","","","Spotify","Feature variety;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;TV","During car rides;During rides with public transport;Free time;During workouts;Party","5","","","Spotify","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Nice-to-have"
"2023/11/21 12:59:22 pm CET","Female","16-24","Switzerland","Yes","","","Apple Music","Price;Selection of music and artists;Device compatibility","Premium (Student)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","4","The use of Apple Music is quite simple. Next to your own playlists that you create, there are multiple playlists already premade by Apple Music which I really enjoy if I’m getting tired of my own playlists. In addition Apple Music often gives recommandations of songs or artists which you could also enjoy and this allows you to discover new artists. ","I have the feeling that sometimes not all songs can be streamed on Apple Music. Especially songs or albums from artists that aren’t maybe as famous yet. ","Spotify","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 1:00:58 pm CET","Female","16-24","Germany","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage","Premium (Student)","Multiple times a day","Phone;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","","","Spotify","Must-have","Must-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it"
"2023/11/21 1:04:24 pm CET","Female","16-24","Poland ","Yes","","","Spotify","Price;Popularity of platform","Premium (Family)","Multiple times a day","Phone;TV","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","","","Spotify","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 1:05:19 pm CET","Female","16-24","Netherlands","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Once a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","4","","","Spotify","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/21 1:08:54 pm CET","Male","16-24","Switzerland","Yes","","","Spotify","Feature variety;Selection of music and artists;Easy usage;Popularity of platform;Device compatibility","Free","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Spotify","Must-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Must-have","Must-have","Must-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it"
"2023/11/21 1:13:45 pm CET","Female","16-24","Ireland","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform;Device compatibility","Premium (Duo)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","it’s so easy to use","i have to pay","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 1:21:00 pm CET","Female","45-54","Belgium ","Yes","","","Spotify","Feature variety;Easy usage","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","It's easy, with a lot of variety","","Google Music","Must-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/21 1:30:02 pm CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Feature variety;Easy usage;Popularity of platform","Premium (Student)","Once a day","Phone","During rides with public transport;Free time;During studying;During workouts","4","","","Apple Music","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
