"2023/11/21 1:31:25 pm CET","Male","16-24","Belgique","Yes","","","Deezer","Device compatibility","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work","4","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Must-have","Must-have","Don´t need it"
"2023/11/21 1:33:31 pm CET","Male","25-34","UK","No","Too pricey;I prefer physical ownership (CD, Vynil)","Radio;Digital Downloads","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 1:42:47 pm CET","Male","16-24","Germany","Yes","","","Idagio","Easy usage;Popularity of platform","Premium (Family)","Once a day","Phone","During car rides;Free time;During workouts;Party","4","it works","Spotify has a very small range of Classical Music","Spotify","Must-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Must-have","Don´t need it"
"2023/11/21 1:47:27 pm CET","Diverse","65 or older","Berlin","No","Heinz","I don´t listen to music","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 1:49:47 pm CET","Female","16-24","Austria","Yes","","","Apple Music","Easy usage;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","4","it’s easy to use, works well on my Apple products, is cheap ","It doesn’t have a good yearly wrap up system ","Apple Music","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have"
"2023/11/21 1:53:18 pm CET","Female","16-24","Ireland","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform;Device compatibility;Subscription plan","Premium (Student)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Spotify","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 1:55:15 pm CET","Female","16-24","Germany","Yes","","","Spotify","Easy usage;Popularity of platform;Device compatibility;Subscription plan","Premium (Student)","Multiple times a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","","","Apple Music","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 2:00:42 pm CET","Female","16-24","France","Yes","","","Spotify","Feature variety;Easy usage;Popularity of platform;Device compatibility","Premium (Student)","Multiple times a day","Smart Watch;Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","Songtexts, everything I need is there","Very few audiobooks","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 2:10:40 pm CET","Female","16-24","Ireland","Yes","","","SoundCloud (although i pay for spotify and not soundcloud)","Feature variety;Selection of music and artists","Free","Multiple times a day","Phone","During car rides;During rides with public transport;During workouts;Party","4","variety of artists, features their live sets and remixes which spotify doesn’t have ","there is ads but i am aware that this wouldn’t be an issue if i paid for it","Deezer","Must-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 2:15:53 pm CET","Male","16-24","Germany","No","Too pricey","Radio;Youtube;Concerts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 2:18:43 pm CET","Female","55-64","ITALY","No","I never really thought about it","Radio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 2:27:12 pm CET","Female","16-24","Belgium","Yes","","","Spotify","Price;Feature variety;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;TV","During rides with public transport;Free time;Party","4","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 3:14:19 pm CET","Female","16-24","US","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","4","User experience is great, Spotify generally has all the songs/ artists I want to listen to, great podcast selection, Spotify wrap is fun","Sometimes the algorithm could be better at suggesting new songs that I could like","Spotify","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have"
"2023/11/21 3:22:31 pm CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Don´t need it"
"2023/11/21 3:32:28 pm CET","Male","16-24","Canada","Yes","","","Spotify","Price;Easy usage;Device compatibility","Premium (Student)","Multiple times a day","Phone;Laptop;TV;iPad or Tablet","During rides with public transport;Free time;During workouts;Party","5","","","Apple Music","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 3:34:22 pm CET","Female","16-24","Ireland","Yes","","","Spotify","Price;Selection of music and artists;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","","","Apple Music","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 4:04:54 pm CET","Female","16-24","Germany","Yes","","","Spotify","Price;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","No publicity and easy to use ","","Deezer","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 4:18:30 pm CET","Female","16-24","Germany","Yes","","","Spotify","Price;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;During work","4","","","Apple Music","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 4:28:10 pm CET","Female","25-34","Italy","Yes","","","Spotify","Price;Selection of music and artists","Premium (Family)","Once a week","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Cooking","4","","","Apple Music","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 4:34:54 pm CET","Female","55-64","Germany","Yes","","","Amazon prime","As I am an Amazon prime user/customer","Premium (Individual)","Rarely","Laptop","Free time;During work","3","","","Google Music","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 5:36:13 pm CET","Male","55-64","Germany","No","Too pricey;I never really thought about it","Radio;Digital Downloads;Concerts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/11/21 5:55:37 pm CET","Male","16-24","Ireland ","Yes","","","Apple Music","Easy usage;Device compatibility;Subscription plan","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During workouts;Party","4","Ease of use, design, compatibility with other devices","Lack of playlist in comparison to e.g. Spotify ","Apple Music","Must-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 6:15:27 pm CET","Female","16-24","Germany","Yes","","","Amazon Music","Feature variety;Device compatibility","Premium (Family)","Multiple times a day","Phone","At home","4","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/21 6:48:28 pm CET","Female","25-34","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Easy usage","Somebody else’s hehe","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During workouts;Party;Walking places ","4","I always find everything I’m looking for ","","Spotify","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have"
"2023/11/21 7:17:03 pm CET","Female","45-54","Germany","Yes","","","Spotify","Price","Premium (Family)","Several times a week","Phone","During car rides","4","They have all kind of music ","","Spotify","Must-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/21 8:34:32 pm CET","Male","25-34","Ireland","Yes","","","Spotify","Price;Selection of music and artists;Popularity of platform;Device compatibility","Premium (Student)","Once a day","Phone;Laptop;TV","During rides with public transport;Free time;During studying;During work;Party","5","Excellent music selection","Occasional technical errors (playback not available until restart)","Spotify","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 8:46:42 pm CET","Female","55-64","Belgium ","Yes","","","Apple Music","Subscription plan","Premium (Family)","A few times a month","Phone;iPad or Tablet","During car rides;Party","5","It’s my music ","","Google Music","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it"
"2023/11/21 8:48:15 pm CET","Male","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts","5","It has all the titles I wanna hear.","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/21 9:05:33 pm CET","Male","16-24","Ireland","Yes","","","Spotify","Price;Selection of music and artists;Popularity of platform","Premium (Family)","Multiple times a day","Phone;Laptop;TV","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","has everything i need music wise","","Spotify","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/21 9:23:57 pm CET","Male","16-24","Germany ","Yes","","","Spotify","Selection of music and artists;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During workouts;Party;","5","","","Apple Music","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"
"2023/11/21 10:51:51 pm CET","Female","16-24","Spain","Yes","","","Spotify","Price","Premium (Student)","Multiple times a day","Smart Watch;Phone;Laptop;TV;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","","","Apple Music","Must-have","Must-have","Must-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/22 12:09:10 am CET","Female","16-24","Germany","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;Free time;During workouts;During work;Party","5","Of the selection","","Spotify","Must-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/22 9:49:52 am CET","Female","16-24","Kildare","Yes","","","Spotify","Feature variety;Selection of music and artists;Popularity of platform;Subscription plan","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","Spotify is easy to use, and I use it all the time","","Spotify","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/22 3:32:48 pm CET","Prefer not to say","25-34","Germany","Yes","","","Spotify","Feature variety;Easy usage;Popularity of platform;Device compatibility","Premium (Individual)","Multiple times a day","Phone;TV","During car rides;During rides with public transport;Free time;During workouts;Party","5","Simple, effiecient usage, New music discovery simplified through music sharing communities, public playlists, I can see what my friends are listening to, … + Spotify Wrapped experience end of the year","","Spotify","Must-have","Nice-to-have","Must-have","Don´t need it","Must-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Must-have","Don´t need it","Must-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Must-have","Nice-to-have","Don´t need it"
"2023/11/22 4:27:12 pm CET","Male","16-24","Germany ","Yes","","","Spotify","Price;Feature variety;Easy usage;Popularity of platform","Premium (Student)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;Party","5","","","Apple Music","Must-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/22 4:49:51 pm CET","Male","16-24","Germany","Yes","","","Spotify","Easy usage;Popularity of platform;Device compatibility","Premium (Family)","Multiple times a day","Phone;iPad or Tablet","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","4","easy usage and new functions like session sharing","","Spotify","Must-have","Nice-to-have","Must-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/23 10:50:46 am CET","Male","16-24","Ireland ","Yes","","","Spotify","Selection of music and artists;Easy usage;Device compatibility;Subscription plan","Premium (Student)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During workouts;Party","5","I have been using Spotify premium for years now and have never had any problems.","Certain remixes or unreleased songs aren’t on Spotify","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Nice-to-have"
"2023/11/23 11:17:20 am CET","Male","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Easy usage","Premium (Individual)","Multiple times a day","Phone;Laptop","During car rides;Free time;Party","5","","","Spotify","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/23 12:16:47 pm CET","Female","16-24","Spain","Yes","","","Spotify","Easy usage;Popularity of platform;Device compatibility","Premium (Individual)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying","4","","","Apple Music","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Must-have","Nice-to-have","Must-have","Don´t need it","Don´t need it","Must-have","Don´t need it","Don´t need it","Don´t need it","Don´t need it"
"2023/11/28 11:07:38 am CET","Male","16-24","Germany","Yes","","","Spotify","Easy usage;Popularity of platform;Device compatibility","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;During workouts;During work;Party","5","it is super easy to use","","Spotify","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/28 11:08:46 am CET","Male","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Popularity of platform","Premium (Family)","Several times a week","Phone","During car rides;During rides with public transport","4","","","Deezer","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Don´t need it","Nice-to-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Don´t need it"
"2023/11/28 11:20:55 am CET","Female","16-24","Germany ","Yes","","","Spotify","Price;Easy usage;Popularity of platform;Device compatibility","Premium (Family)","Multiple times a day","Phone;Laptop","During car rides;During rides with public transport;Free time;During studying;Party","4","","","Spotify","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/28 11:37:26 am CET","Female","16-24","Germany ","Yes","","","Spotify","Feature variety;Selection of music and artists;Easy usage;Popularity of platform","Premium (Duo)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time;During studying","5","","","Deezer","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Don´t need it","Must-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Don´t need it","Must-have","Nice-to-have","Don´t need it"
"2023/11/28 3:53:08 pm CET","Female","16-24","Germany","Yes","","","Spotify","Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Multiple times a day","Phone","During car rides;During rides with public transport;Free time","5","","","Spotify","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it"
"2023/11/29 7:56:36 pm CET","Female","45-54","Germany","Yes","","","Spotify","Price;Easy usage","Free","Rarely","iPad or Tablet","Free time;Party","3","Its free","Choice is bad","Apple Music","Must-have","Don´t need it","Nice-to-have","Must-have","Must-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Must-have","Must-have","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Don´t need it"
"2023/11/29 8:01:20 pm CET","Male","45-54","Deutschland","Yes","","","Amazon Music","Easy usage","Part of Amazon Prime","A few times a month","Sonos","Household work","3","Convenient","Very limited usability","Spotify","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Don´t need it","Must-have","Must-have","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Must-have","Must-have","Nice-to-have","Nice-to-have","Don´t need it","Don´t need it","Nice-to-have","Nice-to-have","Nice-to-have"
"2023/11/29 8:15:38 pm CET","Female","16-24","Germany","No","I prefer physical ownership (CD, Vynil)","Radio;CDs;Youtube","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/12/01 1:10:08 pm CET","Female","25-34","Germany ","Yes","","","Spotify","Price;Selection of music and artists;Easy usage;Popularity of platform","Premium (Family)","Once a day","Phone;Laptop;iPad or Tablet","During car rides;During rides with public transport;Free time;During work;Party","4","","","Google Music","Must-have","Nice-to-have","Must-have","Nice-to-have","Nice-to-have","Nice-to-have","Must-have","Must-have","Don´t need it","Nice-to-have","Nice-to-have","Don´t need it","Nice-to-have","Nice-to-have","Must-have","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Nice-to-have","Don´t need it","Don´t need it"